Patches,Labels
Arja_patch_Defects4J_Lang_20_0_20,Overfitting
Arja_patch_Defects4J_Lang_63_0_79,Overfitting
Arja_patch_Defects4J_Lang_60_0_16,Overfitting
Arja_patch_Defects4J_Lang_63_0_200,Overfitting
Arja_patch_Defects4J_Lang_50_0_35,Overfitting
Arja_patch_Defects4J_Lang_51_0_118,Overfitting
Arja_patch_Defects4J_Lang_43_0_71,Overfitting
Arja_patch_Defects4J_Lang_63_0_144,Overfitting
Arja_patch_Defects4J_Lang_43_0_34,Overfitting
Arja_patch_Defects4J_Lang_63_0_101,Overfitting
Arja_patch_Defects4J_Lang_59_0_27,Overfitting
Arja_patch_Defects4J_Lang_63_0_84,Overfitting
Arja_patch_Defects4J_Lang_59_0_62,Overfitting
Arja_patch_Defects4J_Lang_16_0_34,Overfitting
Arja_patch_Defects4J_Lang_45_0_4,Overfitting
Arja_patch_Defects4J_Lang_51_0_59,Overfitting
Arja_patch_Defects4J_Lang_63_0_40,Overfitting
Arja_patch_Defects4J_Lang_63_0_180,Overfitting
Arja_patch_Defects4J_Lang_27_0_42,Overfitting
Arja_patch_Defects4J_Lang_50_0_49,Overfitting
Arja_patch_Defects4J_Lang_51_0_121,Overfitting
Arja_patch_Defects4J_Lang_63_0_138,Overfitting
Arja_patch_Defects4J_Lang_20_0_4,Overfitting
Arja_patch_Defects4J_Lang_43_0_48,Overfitting
Arja_patch_Defects4J_Lang_45_0_42,Overfitting
Arja_patch_Defects4J_Lang_58_0_37,Overfitting
Arja_patch_Defects4J_Lang_16_0_48,Overfitting
Arja_patch_Defects4J_Lang_7_0_23,Overfitting
Arja_patch_Defects4J_Lang_7_0_66,Overfitting
Arja_patch_Defects4J_Lang_51_0_60,Overfitting
Arja_patch_Defects4J_Lang_51_0_25,Overfitting
Arja_patch_Defects4J_Lang_16_0_30,Overfitting
Arja_patch_Defects4J_Lang_51_0_18,Overfitting
Arja_patch_Defects4J_Lang_55_0_11,Overfitting
Arja_patch_Defects4J_Lang_50_0_89,Overfitting
Arja_patch_Defects4J_Lang_51_0_159,Overfitting
Arja_patch_Defects4J_Lang_43_0_75,Overfitting
Arja_patch_Defects4J_Lang_63_0_140,Overfitting
Arja_patch_Defects4J_Lang_43_0_30,Overfitting
Arja_patch_Defects4J_Lang_63_0_105,Overfitting
Arja_patch_Defects4J_Lang_59_0_23,Overfitting
Arja_patch_Defects4J_Lang_63_0_80,Overfitting
Arja_patch_Defects4J_Lang_59_0_66,Overfitting
Arja_patch_Defects4J_Lang_63_0_38,Overfitting
Arja_patch_Defects4J_Lang_60_0_12,Overfitting
Arja_patch_Defects4J_Lang_43_0_88,Overfitting
Arja_patch_Defects4J_Lang_63_0_204,Overfitting
Arja_patch_Defects4J_Lang_50_0_31,Overfitting
Arja_patch_Defects4J_Lang_50_0_74,Overfitting
Arja_patch_Defects4J_Lang_7_0_82,Overfitting
Arja_patch_Defects4J_Lang_51_0_84,Overfitting
Arja_patch_Defects4J_Lang_51_0_79,Overfitting
Arja_patch_Defects4J_Lang_16_0_51,Overfitting
Arja_patch_Defects4J_Lang_16_0_14,Overfitting
Arja_patch_Defects4J_Lang_63_0_220,Overfitting
Arja_patch_Defects4J_Lang_50_0_15,Overfitting
Arja_patch_Defects4J_Lang_50_0_50,Overfitting
Arja_patch_Defects4J_Lang_50_0_113,Overfitting
Arja_patch_Defects4J_Lang_63_0_59,Overfitting
Arja_patch_Defects4J_Lang_63_0_199,Overfitting
Arja_patch_Defects4J_Lang_43_0_51,Overfitting
Arja_patch_Defects4J_Lang_63_0_164,Overfitting
Arja_patch_Defects4J_Lang_43_0_14,Overfitting
Arja_patch_Defects4J_Lang_63_0_121,Overfitting
Arja_patch_Defects4J_Lang_59_0_42,Overfitting
Arja_patch_Defects4J_Lang_51_0_138,Overfitting
Arja_patch_Defects4J_Lang_43_0_29,Overfitting
Arja_patch_Defects4J_Lang_63_0_159,Overfitting
Arja_patch_Defects4J_Lang_63_0_99,Overfitting
Arja_patch_Defects4J_Lang_51_0_140,Overfitting
Arja_patch_Defects4J_Lang_50_0_90,Overfitting
Arja_patch_Defects4J_Lang_27_0_23,Overfitting
Arja_patch_Defects4J_Lang_50_0_28,Overfitting
Arja_patch_Defects4J_Lang_63_0_64,Overfitting
Arja_patch_Defects4J_Lang_59_0_82,Overfitting
Arja_patch_Defects4J_Lang_43_0_91,Overfitting
Arja_patch_Defects4J_Lang_51_0_44,Overfitting
Arja_patch_Defects4J_Lang_16_0_29,Overfitting
Arja_patch_Defects4J_Lang_7_0_42,Overfitting
Arja_patch_Defects4J_Lang_58_0_13,Overfitting
Arja_patch_Defects4J_Lang_45_0_23,Overfitting
Arja_patch_Defects4J_Lang_63_0_66,Overfitting
Arja_patch_Defects4J_Lang_63_0_23,Overfitting
Arja_patch_Defects4J_Lang_59_0_80,Overfitting
Arja_patch_Defects4J_Lang_43_0_93,Overfitting
Arja_patch_Defects4J_Lang_27_0_21,Overfitting
Arja_patch_Defects4J_Lang_27_0_64,Overfitting
Arja_patch_Defects4J_Lang_51_0_107,Overfitting
Arja_patch_Defects4J_Lang_51_0_142,Overfitting
Arja_patch_Defects4J_Lang_50_0_92,Overfitting
Arja_patch_Defects4J_Lang_59_0_38,Overfitting
Arja_patch_Defects4J_Lang_58_0_11,Overfitting
Arja_patch_Defects4J_Lang_45_0_21,Overfitting
Arja_patch_Defects4J_Lang_7_0_40,Overfitting
Arja_patch_Defects4J_Lang_51_0_46,Overfitting
Arja_patch_Defects4J_Lang_16_0_53,Overfitting
Arja_patch_Defects4J_Lang_16_0_16,Overfitting
Arja_patch_Defects4J_Lang_7_0_38,Overfitting
Arja_patch_Defects4J_Lang_51_0_86,Overfitting
Arja_patch_Defects4J_Lang_7_0_80,Overfitting
Arja_patch_Defects4J_Lang_43_0_53,Overfitting
Arja_patch_Defects4J_Lang_63_0_166,Overfitting
Arja_patch_Defects4J_Lang_43_0_16,Overfitting
Arja_patch_Defects4J_Lang_63_0_123,Overfitting
Arja_patch_Defects4J_Lang_59_0_40,Overfitting
Arja_patch_Defects4J_Lang_50_0_111,Overfitting
Arja_patch_Defects4J_Lang_27_0_59,Overfitting
Arja_patch_Defects4J_Lang_63_0_222,Overfitting
Arja_patch_Defects4J_Lang_50_0_17,Overfitting
Arja_patch_Defects4J_Lang_50_0_52,Overfitting
Arja_patch_Defects4J_Lang_45_0_38,Overfitting
Arja_patch_Defects4J_Lang_55_0_13,Overfitting
Arja_patch_Defects4J_Lang_16_0_32,Overfitting
Arja_patch_Defects4J_Lang_7_0_59,Overfitting
Arja_patch_Defects4J_Lang_27_0_38,Overfitting
Arja_patch_Defects4J_Lang_63_0_206,Overfitting
Arja_patch_Defects4J_Lang_50_0_33,Overfitting
Arja_patch_Defects4J_Lang_50_0_76,Overfitting
Arja_patch_Defects4J_Lang_60_0_10,Overfitting
Arja_patch_Defects4J_Lang_43_0_77,Overfitting
Arja_patch_Defects4J_Lang_63_0_142,Overfitting
Arja_patch_Defects4J_Lang_43_0_32,Overfitting
Arja_patch_Defects4J_Lang_63_0_107,Overfitting
Arja_patch_Defects4J_Lang_59_0_21,Overfitting
Arja_patch_Defects4J_Lang_63_0_82,Overfitting
Arja_patch_Defects4J_Lang_59_0_64,Overfitting
Arja_patch_Defects4J_Lang_59_0_59,Overfitting
Arja_patch_Defects4J_Lang_51_0_123,Overfitting
Arja_patch_Defects4J_Lang_27_0_40,Overfitting
Arja_patch_Defects4J_Lang_63_0_42,Overfitting
Arja_patch_Defects4J_Lang_50_0_108,Overfitting
Arja_patch_Defects4J_Lang_63_0_182,Overfitting
Arja_patch_Defects4J_Lang_51_0_62,Overfitting
Arja_patch_Defects4J_Lang_51_0_27,Overfitting
Arja_patch_Defects4J_Lang_7_0_21,Overfitting
Arja_patch_Defects4J_Lang_7_0_64,Overfitting
Arja_patch_Defects4J_Lang_7_0_99,Overfitting
Arja_patch_Defects4J_Lang_45_0_40,Overfitting
Arja_patch_Defects4J_Lang_58_0_35,Overfitting
Arja_patch_Defects4J_Lang_27_0_63,Overfitting
Arja_patch_Defects4J_Lang_63_0_218,Overfitting
Arja_patch_Defects4J_Lang_27_0_26,Overfitting
Arja_patch_Defects4J_Lang_50_0_68,Overfitting
Arja_patch_Defects4J_Lang_63_0_24,Overfitting
Arja_patch_Defects4J_Lang_63_0_61,Overfitting
Arja_patch_Defects4J_Lang_43_0_94,Overfitting
Arja_patch_Defects4J_Lang_43_0_69,Overfitting
Arja_patch_Defects4J_Lang_63_0_119,Overfitting
Arja_patch_Defects4J_Lang_50_0_95,Overfitting
Arja_patch_Defects4J_Lang_51_0_145,Overfitting
Arja_patch_Defects4J_Lang_51_0_100,Overfitting
Arja_patch_Defects4J_Lang_58_0_16,Overfitting
Arja_patch_Defects4J_Lang_45_0_26,Overfitting
Arja_patch_Defects4J_Lang_51_0_41,Overfitting
Arja_patch_Defects4J_Lang_7_0_47,Overfitting
Arja_patch_Defects4J_Lang_51_0_39,Overfitting
Arja_patch_Defects4J_Lang_59_0_9,Overfitting
Arja_patch_Defects4J_Lang_16_0_11,Overfitting
Arja_patch_Defects4J_Lang_16_0_54,Overfitting
Arja_patch_Defects4J_Lang_7_0_87,Overfitting
Arja_patch_Defects4J_Lang_51_0_81,Overfitting
Arja_patch_Defects4J_Lang_43_0_11,Overfitting
Arja_patch_Defects4J_Lang_63_0_124,Overfitting
Arja_patch_Defects4J_Lang_43_0_54,Overfitting
Arja_patch_Defects4J_Lang_63_0_161,Overfitting
Arja_patch_Defects4J_Lang_59_0_47,Overfitting
Arja_patch_Defects4J_Lang_55_0_8,Overfitting
Arja_patch_Defects4J_Lang_50_0_55,Overfitting
Arja_patch_Defects4J_Lang_50_0_116,Overfitting
Arja_patch_Defects4J_Lang_16_0_35,Overfitting
Arja_patch_Defects4J_Lang_45_0_5,Overfitting
Arja_patch_Defects4J_Lang_63_0_78,Overfitting
Arja_patch_Defects4J_Lang_60_0_17,Overfitting
Arja_patch_Defects4J_Lang_63_0_201,Overfitting
Arja_patch_Defects4J_Lang_50_0_71,Overfitting
Arja_patch_Defects4J_Lang_50_0_34,Overfitting
Arja_patch_Defects4J_Lang_51_0_119,Overfitting
Arja_patch_Defects4J_Lang_43_0_35,Overfitting
Arja_patch_Defects4J_Lang_63_0_100,Overfitting
Arja_patch_Defects4J_Lang_63_0_145,Overfitting
Arja_patch_Defects4J_Lang_59_0_63,Overfitting
Arja_patch_Defects4J_Lang_63_0_85,Overfitting
Arja_patch_Defects4J_Lang_59_0_26,Overfitting
Arja_patch_Defects4J_Lang_51_0_124,Overfitting
Arja_patch_Defects4J_Lang_63_0_178,Overfitting
Arja_patch_Defects4J_Lang_60_0_8,Overfitting
Arja_patch_Defects4J_Lang_63_0_45,Overfitting
Arja_patch_Defects4J_Lang_16_0_9,Overfitting
Arja_patch_Defects4J_Lang_63_0_185,Overfitting
Arja_patch_Defects4J_Lang_27_0_47,Overfitting
Arja_patch_Defects4J_Lang_7_0_63,Overfitting
Arja_patch_Defects4J_Lang_7_0_26,Overfitting
Arja_patch_Defects4J_Lang_22_0_22,Overfitting
Arja_patch_Defects4J_Lang_51_0_65,Overfitting
Arja_patch_Defects4J_Lang_58_0_32,Overfitting
Arja_patch_Defects4J_Lang_27_0_45,Overfitting
Arja_patch_Defects4J_Lang_63_0_47,Overfitting
Arja_patch_Defects4J_Lang_63_0_187,Overfitting
Arja_patch_Defects4J_Lang_20_0_3,Overfitting
Arja_patch_Defects4J_Lang_59_0_19,Overfitting
Arja_patch_Defects4J_Lang_58_0_30,Overfitting
Arja_patch_Defects4J_Lang_51_0_67,Overfitting
Arja_patch_Defects4J_Lang_7_0_61,Overfitting
Arja_patch_Defects4J_Lang_7_0_24,Overfitting
Arja_patch_Defects4J_Lang_45_0_7,Overfitting
Arja_patch_Defects4J_Lang_16_0_37,Overfitting
Arja_patch_Defects4J_Lang_7_0_110,Overfitting
Arja_patch_Defects4J_Lang_43_0_37,Overfitting
Arja_patch_Defects4J_Lang_63_0_102,Overfitting
Arja_patch_Defects4J_Lang_43_0_72,Overfitting
Arja_patch_Defects4J_Lang_63_0_147,Overfitting
Arja_patch_Defects4J_Lang_59_0_61,Overfitting
Arja_patch_Defects4J_Lang_63_0_87,Overfitting
Arja_patch_Defects4J_Lang_59_0_24,Overfitting
Arja_patch_Defects4J_Lang_58_0_8,Overfitting
Arja_patch_Defects4J_Lang_63_0_203,Overfitting
Arja_patch_Defects4J_Lang_50_0_73,Overfitting
Arja_patch_Defects4J_Lang_39_0_27,Overfitting
Arja_patch_Defects4J_Lang_50_0_36,Overfitting
Arja_patch_Defects4J_Lang_60_0_15,Overfitting
Arja_patch_Defects4J_Lang_51_0_83,Overfitting
Arja_patch_Defects4J_Lang_7_0_85,Overfitting
Arja_patch_Defects4J_Lang_45_0_19,Overfitting
Arja_patch_Defects4J_Lang_58_0_29,Overfitting
Arja_patch_Defects4J_Lang_16_0_13,Overfitting
Arja_patch_Defects4J_Lang_16_0_56,Overfitting
Arja_patch_Defects4J_Lang_61_0_18,Overfitting
Arja_patch_Defects4J_Lang_7_0_78,Overfitting
Arja_patch_Defects4J_Lang_50_0_114,Overfitting
Arja_patch_Defects4J_Lang_27_0_19,Overfitting
Arja_patch_Defects4J_Lang_50_0_57,Overfitting
Arja_patch_Defects4J_Lang_50_0_12,Overfitting
Arja_patch_Defects4J_Lang_43_0_13,Overfitting
Arja_patch_Defects4J_Lang_63_0_126,Overfitting
Arja_patch_Defects4J_Lang_43_0_56,Overfitting
Arja_patch_Defects4J_Lang_63_0_163,Overfitting
Arja_patch_Defects4J_Lang_59_0_45,Overfitting
Arja_patch_Defects4J_Lang_50_0_97,Overfitting
Arja_patch_Defects4J_Lang_51_0_147,Overfitting
Arja_patch_Defects4J_Lang_51_0_102,Overfitting
Arja_patch_Defects4J_Lang_39_0_86,Overfitting
Arja_patch_Defects4J_Lang_59_0_78,Overfitting
Arja_patch_Defects4J_Lang_59_0_85,Overfitting
Arja_patch_Defects4J_Lang_63_0_26,Overfitting
Arja_patch_Defects4J_Lang_43_0_96,Overfitting
Arja_patch_Defects4J_Lang_27_0_61,Overfitting
Arja_patch_Defects4J_Lang_27_0_24,Overfitting
Arja_patch_Defects4J_Lang_61_0_9,Overfitting
Arja_patch_Defects4J_Lang_7_0_45,Overfitting
Arja_patch_Defects4J_Lang_51_0_43,Overfitting
Arja_patch_Defects4J_Lang_7_0_109,Overfitting
Arja_patch_Defects4J_Lang_58_0_14,Overfitting
Arja_patch_Defects4J_Lang_45_0_24,Overfitting
Arja_patch_Defects4J_Lang_43_0_17,Overfitting
Arja_patch_Defects4J_Lang_63_0_122,Overfitting
Arja_patch_Defects4J_Lang_43_0_52,Overfitting
Arja_patch_Defects4J_Lang_63_0_167,Overfitting
Arja_patch_Defects4J_Lang_59_0_41,Overfitting
Arja_patch_Defects4J_Lang_50_0_110,Overfitting
Arja_patch_Defects4J_Lang_63_0_223,Overfitting
Arja_patch_Defects4J_Lang_27_0_58,Overfitting
Arja_patch_Defects4J_Lang_50_0_53,Overfitting
Arja_patch_Defects4J_Lang_50_0_16,Overfitting
Arja_patch_Defects4J_Lang_16_0_17,Overfitting
Arja_patch_Defects4J_Lang_16_0_52,Overfitting
Arja_patch_Defects4J_Lang_7_0_39,Overfitting
Arja_patch_Defects4J_Lang_22_0_78,Overfitting
Arja_patch_Defects4J_Lang_7_0_81,Overfitting
Arja_patch_Defects4J_Lang_58_0_10,Overfitting
Arja_patch_Defects4J_Lang_45_0_20,Overfitting
Arja_patch_Defects4J_Lang_7_0_41,Overfitting
Arja_patch_Defects4J_Lang_51_0_47,Overfitting
Arja_patch_Defects4J_Lang_59_0_81,Overfitting
Arja_patch_Defects4J_Lang_63_0_67,Overfitting
Arja_patch_Defects4J_Lang_43_0_92,Overfitting
Arja_patch_Defects4J_Lang_27_0_65,Overfitting
Arja_patch_Defects4J_Lang_27_0_20,Overfitting
Arja_patch_Defects4J_Lang_50_0_93,Overfitting
Arja_patch_Defects4J_Lang_51_0_143,Overfitting
Arja_patch_Defects4J_Lang_51_0_106,Overfitting
Arja_patch_Defects4J_Lang_59_0_39,Overfitting
Arja_patch_Defects4J_Lang_51_0_63,Overfitting
Arja_patch_Defects4J_Lang_7_0_65,Overfitting
Arja_patch_Defects4J_Lang_7_0_20,Overfitting
Arja_patch_Defects4J_Lang_7_0_98,Overfitting
Arja_patch_Defects4J_Lang_58_0_34,Overfitting
Arja_patch_Defects4J_Lang_45_0_41,Overfitting
Arja_patch_Defects4J_Lang_59_0_58,Overfitting
Arja_patch_Defects4J_Lang_27_0_41,Overfitting
Arja_patch_Defects4J_Lang_50_0_109,Overfitting
Arja_patch_Defects4J_Lang_63_0_43,Overfitting
Arja_patch_Defects4J_Lang_63_0_183,Overfitting
Arja_patch_Defects4J_Lang_27_0_39,Overfitting
Arja_patch_Defects4J_Lang_63_0_207,Overfitting
Arja_patch_Defects4J_Lang_50_0_77,Overfitting
Arja_patch_Defects4J_Lang_50_0_32,Overfitting
Arja_patch_Defects4J_Lang_60_0_11,Overfitting
Arja_patch_Defects4J_Lang_43_0_33,Overfitting
Arja_patch_Defects4J_Lang_63_0_106,Overfitting
Arja_patch_Defects4J_Lang_43_0_76,Overfitting
Arja_patch_Defects4J_Lang_63_0_143,Overfitting
Arja_patch_Defects4J_Lang_59_0_65,Overfitting
Arja_patch_Defects4J_Lang_63_0_83,Overfitting
Arja_patch_Defects4J_Lang_59_0_20,Overfitting
Arja_patch_Defects4J_Lang_45_0_39,Overfitting
Arja_patch_Defects4J_Lang_55_0_12,Overfitting
Arja_patch_Defects4J_Lang_16_0_33,Overfitting
Arja_patch_Defects4J_Lang_7_0_58,Overfitting
Arja_patch_Defects4J_Lang_50_0_88,Overfitting
Arja_patch_Defects4J_Lang_43_0_31,Overfitting
Arja_patch_Defects4J_Lang_63_0_104,Overfitting
Arja_patch_Defects4J_Lang_43_0_74,Overfitting
Arja_patch_Defects4J_Lang_63_0_141,Overfitting
Arja_patch_Defects4J_Lang_59_0_67,Overfitting
Arja_patch_Defects4J_Lang_63_0_81,Overfitting
Arja_patch_Defects4J_Lang_59_0_22,Overfitting
Arja_patch_Defects4J_Lang_63_0_39,Overfitting
Arja_patch_Defects4J_Lang_43_0_89,Overfitting
Arja_patch_Defects4J_Lang_60_0_13,Overfitting
Arja_patch_Defects4J_Lang_63_0_205,Overfitting
Arja_patch_Defects4J_Lang_50_0_75,Overfitting
Arja_patch_Defects4J_Lang_50_0_30,Overfitting
Arja_patch_Defects4J_Lang_16_0_31,Overfitting
Arja_patch_Defects4J_Lang_55_0_10,Overfitting
Arja_patch_Defects4J_Lang_51_0_19,Overfitting
Arja_patch_Defects4J_Lang_58_0_36,Overfitting
Arja_patch_Defects4J_Lang_16_0_49,Overfitting
Arja_patch_Defects4J_Lang_7_0_67,Overfitting
Arja_patch_Defects4J_Lang_7_0_22,Overfitting
Arja_patch_Defects4J_Lang_51_0_24,Overfitting
Arja_patch_Defects4J_Lang_51_0_61,Overfitting
Arja_patch_Defects4J_Lang_63_0_41,Overfitting
Arja_patch_Defects4J_Lang_63_0_181,Overfitting
Arja_patch_Defects4J_Lang_27_0_43,Overfitting
Arja_patch_Defects4J_Lang_50_0_48,Overfitting
Arja_patch_Defects4J_Lang_43_0_49,Overfitting
Arja_patch_Defects4J_Lang_20_0_5,Overfitting
Arja_patch_Defects4J_Lang_63_0_139,Overfitting
Arja_patch_Defects4J_Lang_22_0_47,Overfitting
Arja_patch_Defects4J_Lang_51_0_45,Overfitting
Arja_patch_Defects4J_Lang_16_0_28,Overfitting
Arja_patch_Defects4J_Lang_7_0_43,Overfitting
Arja_patch_Defects4J_Lang_58_0_12,Overfitting
Arja_patch_Defects4J_Lang_45_0_22,Overfitting
Arja_patch_Defects4J_Lang_63_0_158,Overfitting
Arja_patch_Defects4J_Lang_43_0_28,Overfitting
Arja_patch_Defects4J_Lang_63_0_98,Overfitting
Arja_patch_Defects4J_Lang_50_0_91,Overfitting
Arja_patch_Defects4J_Lang_51_0_141,Overfitting
Arja_patch_Defects4J_Lang_51_0_104,Overfitting
Arja_patch_Defects4J_Lang_27_0_22,Overfitting
Arja_patch_Defects4J_Lang_50_0_29,Overfitting
Arja_patch_Defects4J_Lang_59_0_83,Overfitting
Arja_patch_Defects4J_Lang_63_0_65,Overfitting
Arja_patch_Defects4J_Lang_43_0_90,Overfitting
Arja_patch_Defects4J_Lang_63_0_221,Overfitting
Arja_patch_Defects4J_Lang_50_0_51,Overfitting
Arja_patch_Defects4J_Lang_50_0_14,Overfitting
Arja_patch_Defects4J_Lang_50_0_112,Overfitting
Arja_patch_Defects4J_Lang_63_0_198,Overfitting
Arja_patch_Defects4J_Lang_43_0_15,Overfitting
Arja_patch_Defects4J_Lang_63_0_120,Overfitting
Arja_patch_Defects4J_Lang_43_0_50,Overfitting
Arja_patch_Defects4J_Lang_63_0_165,Overfitting
Arja_patch_Defects4J_Lang_59_0_43,Overfitting
Arja_patch_Defects4J_Lang_51_0_139,Overfitting
Arja_patch_Defects4J_Lang_7_0_83,Overfitting
Arja_patch_Defects4J_Lang_51_0_85,Overfitting
Arja_patch_Defects4J_Lang_22_0_87,Overfitting
Arja_patch_Defects4J_Lang_51_0_78,Overfitting
Arja_patch_Defects4J_Lang_16_0_15,Overfitting
Arja_patch_Defects4J_Lang_16_0_50,Overfitting
Arja_patch_Defects4J_Lang_63_0_194,Overfitting
Arja_patch_Defects4J_Lang_63_0_54,Overfitting
Arja_patch_Defects4J_Lang_50_0_18,Overfitting
Arja_patch_Defects4J_Lang_27_0_13,Overfitting
Arja_patch_Defects4J_Lang_27_0_56,Overfitting
Arja_patch_Defects4J_Lang_43_0_19,Overfitting
Arja_patch_Defects4J_Lang_63_0_169,Overfitting
Arja_patch_Defects4J_Lang_58_0_23,Overfitting
Arja_patch_Defects4J_Lang_45_0_13,Overfitting
Arja_patch_Defects4J_Lang_7_0_37,Overfitting
Arja_patch_Defects4J_Lang_7_0_72,Overfitting
Arja_patch_Defects4J_Lang_61_0_12,Overfitting
Arja_patch_Defects4J_Lang_16_0_19,Overfitting
Arja_patch_Defects4J_Lang_51_0_31,Overfitting
Arja_patch_Defects4J_Lang_16_0_61,Overfitting
Arja_patch_Defects4J_Lang_61_0_3,Overfitting
Arja_patch_Defects4J_Lang_16_0_24,Overfitting
Arja_patch_Defects4J_Lang_51_0_49,Overfitting
Arja_patch_Defects4J_Lang_7_0_103,Overfitting
Arja_patch_Defects4J_Lang_51_0_108,Overfitting
Arja_patch_Defects4J_Lang_59_0_37,Overfitting
Arja_patch_Defects4J_Lang_63_0_94,Overfitting
Arja_patch_Defects4J_Lang_59_0_72,Overfitting
Arja_patch_Defects4J_Lang_43_0_61,Overfitting
Arja_patch_Defects4J_Lang_63_0_154,Overfitting
Arja_patch_Defects4J_Lang_43_0_24,Overfitting
Arja_patch_Defects4J_Lang_63_0_111,Overfitting
Arja_patch_Defects4J_Lang_63_0_69,Overfitting
Arja_patch_Defects4J_Lang_50_0_25,Overfitting
Arja_patch_Defects4J_Lang_50_0_60,Overfitting
Arja_patch_Defects4J_Lang_63_0_210,Overfitting
Arja_patch_Defects4J_Lang_7_0_96,Overfitting
Arja_patch_Defects4J_Lang_51_0_90,Overfitting
Arja_patch_Defects4J_Lang_51_0_28,Overfitting
Arja_patch_Defects4J_Lang_16_0_45,Overfitting
Arja_patch_Defects4J_Lang_50_0_44,Overfitting
Arja_patch_Defects4J_Lang_60_0_22,Overfitting
Arja_patch_Defects4J_Lang_50_0_107,Overfitting
Arja_patch_Defects4J_Lang_59_0_13,Overfitting
Arja_patch_Defects4J_Lang_59_0_56,Overfitting
Arja_patch_Defects4J_Lang_20_0_9,Overfitting
Arja_patch_Defects4J_Lang_43_0_45,Overfitting
Arja_patch_Defects4J_Lang_63_0_170,Overfitting
Arja_patch_Defects4J_Lang_63_0_135,Overfitting
Arja_patch_Defects4J_Lang_63_0_108,Overfitting
Arja_patch_Defects4J_Lang_43_0_78,Overfitting
Arja_patch_Defects4J_Lang_51_0_111,Overfitting
Arja_patch_Defects4J_Lang_51_0_154,Overfitting
Arja_patch_Defects4J_Lang_50_0_84,Overfitting
Arja_patch_Defects4J_Lang_50_0_79,Overfitting
Arja_patch_Defects4J_Lang_27_0_37,Overfitting
Arja_patch_Defects4J_Lang_63_0_209,Overfitting
Arja_patch_Defects4J_Lang_43_0_85,Overfitting
Arja_patch_Defects4J_Lang_63_0_70,Overfitting
Arja_patch_Defects4J_Lang_63_0_35,Overfitting
Arja_patch_Defects4J_Lang_7_0_13,Overfitting
Arja_patch_Defects4J_Lang_7_0_56,Overfitting
Arja_patch_Defects4J_Lang_58_0_42,Overfitting
Arja_patch_Defects4J_Lang_45_0_37,Overfitting
Arja_patch_Defects4J_Lang_43_0_87,Overfitting
Arja_patch_Defects4J_Lang_63_0_72,Overfitting
Arja_patch_Defects4J_Lang_63_0_37,Overfitting
Arja_patch_Defects4J_Lang_27_0_35,Overfitting
Arja_patch_Defects4J_Lang_51_0_113,Overfitting
Arja_patch_Defects4J_Lang_51_0_156,Overfitting
Arja_patch_Defects4J_Lang_50_0_86,Overfitting
Arja_patch_Defects4J_Lang_59_0_69,Overfitting
Arja_patch_Defects4J_Lang_58_0_40,Overfitting
Arja_patch_Defects4J_Lang_45_0_35,Overfitting
Arja_patch_Defects4J_Lang_51_0_52,Overfitting
Arja_patch_Defects4J_Lang_7_0_69,Overfitting
Arja_patch_Defects4J_Lang_16_0_47,Overfitting
Arja_patch_Defects4J_Lang_51_0_92,Overfitting
Arja_patch_Defects4J_Lang_58_0_38,Overfitting
Arja_patch_Defects4J_Lang_7_0_94,Overfitting
Arja_patch_Defects4J_Lang_59_0_11,Overfitting
Arja_patch_Defects4J_Lang_59_0_54,Overfitting
Arja_patch_Defects4J_Lang_43_0_47,Overfitting
Arja_patch_Defects4J_Lang_63_0_137,Overfitting
Arja_patch_Defects4J_Lang_60_0_20,Overfitting
Arja_patch_Defects4J_Lang_50_0_105,Overfitting
Arja_patch_Defects4J_Lang_50_0_46,Overfitting
Arja_patch_Defects4J_Lang_7_0_101,Overfitting
Arja_patch_Defects4J_Lang_16_0_63,Overfitting
Arja_patch_Defects4J_Lang_16_0_26,Overfitting
Arja_patch_Defects4J_Lang_50_0_27,Overfitting
Arja_patch_Defects4J_Lang_50_0_62,Overfitting
Arja_patch_Defects4J_Lang_63_0_212,Overfitting
Arja_patch_Defects4J_Lang_59_0_35,Overfitting
Arja_patch_Defects4J_Lang_63_0_96,Overfitting
Arja_patch_Defects4J_Lang_59_0_70,Overfitting
Arja_patch_Defects4J_Lang_43_0_63,Overfitting
Arja_patch_Defects4J_Lang_63_0_156,Overfitting
Arja_patch_Defects4J_Lang_43_0_26,Overfitting
Arja_patch_Defects4J_Lang_63_0_113,Overfitting
Arja_patch_Defects4J_Lang_51_0_137,Overfitting
Arja_patch_Defects4J_Lang_27_0_11,Overfitting
Arja_patch_Defects4J_Lang_27_0_54,Overfitting
Arja_patch_Defects4J_Lang_63_0_196,Overfitting
Arja_patch_Defects4J_Lang_63_0_56,Overfitting
Arja_patch_Defects4J_Lang_51_0_76,Overfitting
Arja_patch_Defects4J_Lang_51_0_33,Overfitting
Arja_patch_Defects4J_Lang_7_0_35,Overfitting
Arja_patch_Defects4J_Lang_7_0_70,Overfitting
Arja_patch_Defects4J_Lang_61_0_10,Overfitting
Arja_patch_Defects4J_Lang_58_0_21,Overfitting
Arja_patch_Defects4J_Lang_45_0_11,Overfitting
Arja_patch_Defects4J_Lang_59_0_31,Overfitting
Arja_patch_Defects4J_Lang_63_0_92,Overfitting
Arja_patch_Defects4J_Lang_59_0_74,Overfitting
